"8252_txt_trade","310"
"12186_txt_acq","321"
"16973_txt_trade","321"
"14199_txt_trade","324"
"19912_txt_acq","324"
"10608_txt_trade","328"
"901_txt_interest","328"
"11390_txt_trade","331"
"16257_txt_trade","332"
"1066_txt_earn","334"
"11916_txt_acq","336"
"8259_txt_acq","337"
"8765_txt_crude","341"
"17245_txt_trade","344"
"17274_txt_trade","344"
"10642_txt_trade","346"
"10665_txt_trade","346"
"14642_txt_interest","346"
"10695_txt_trade","347"
"10767_txt_trade","347"
"10779_txt_trade","347"
"10781_txt_trade","347"
"11555_txt_trade","348"
"8835_txt_crude","348"
"17822_txt_acq","355"
"7771_txt_trade","357"
"10623_txt_trade","368"
"6886_txt_acq","368"
"12627_txt_interest","374"
"17164_txt_acq","379"
"2638_txt_acq","380"
"10784_txt_acq","383"
"15061_txt_acq","384"
"8717_txt_acq","384"
"17659_txt_acq","393"
"2128_txt_acq","405"
"7907_txt_trade","405"
"1356_txt_trade","419"
"4510_txt_acq","419"
"17419_txt_crude","420"
"17201_txt_trade","426"
"17269_txt_trade","427"
"12197_txt_interest","431"
"12546_txt_acq","436"
"14859_txt_earn","436"
"16256_txt_trade","437"
"17335_txt_trade","437"
"12221_txt_acq","438"
"9076_txt_trade","450"
"5402_txt_earn","451"
"2783_txt_acq","454"
"18570_txt_acq","458"
"16487_txt_earn","461"
"15295_txt_earn","462"
"679_txt_acq","479"
"9827_txt_earn","481"
"13039_txt_trade","493"
"1948_txt_crude","493"
"12503_txt_crude","494"
"7097_txt_crude","494"
"8606_txt_crude","496"
"17694_txt_acq","499"
"18313_txt_acq","504"
"17431_txt_crude","510"
"7618_txt_crude","510"
"8692_txt_trade","512"
"8699_txt_trade","512"
"16929_txt_trade","516"
"6874_txt_acq","518"
"5643_txt_acq","519"
"17086_txt_acq","522"
"6422_txt_acq","533"
"8880_txt_acq","533"
"17488_txt_acq","536"
"19744_txt_acq","543"
"11858_txt_interest","546"
"9742_txt_acq","551"
"5097_txt_acq","553"
"17860_txt_acq","555"
"3290_txt_acq","575"
"3556_txt_crude","578"
"12278_txt_interest","579"
"9677_txt_acq","592"
"10347_txt_trade","602"
"6346_txt_acq","608"
"17292_txt_interest","609"
"11575_txt_earn","615"
"7058_txt_earn","619"
"17746_txt_acq","625"
"11597_txt_acq","631"
"1125_txt_interest","632"
"5237_txt_interest","634"
"15579_txt_interest","642"
"15096_txt_interest","646"
"16932_txt_trade","649"
"12732_txt_interest","660"
"20039_txt_acq","666"
"12398_txt_interest","674"
"12469_txt_interest","674"
"21466_txt_acq","675"
"8167_txt_crude","678"
"9030_txt_earn","678"
"11425_txt_interest","684"
"11861_txt_interest","735"
"12229_txt_interest","735"
"12302_txt_interest","735"
"12333_txt_interest","735"
"9234_txt_acq","736"
"14270_txt_interest","741"
"15550_txt_interest","743"
"2584_txt_earn","744"
"352_txt_crude","745"
"19963_txt_acq","754"
"21376_txt_acq","755"
"8089_txt_crude","760"
"3607_txt_acq","766"
"4384_txt_earn","769"
"11574_txt_trade","771"
"21285_txt_interest","777"
"12694_txt_interest","816"
"12457_txt_trade","817"
"12473_txt_trade","817"
"6922_txt_interest","827"
"15964_txt_crude","829"
"17993_txt_acq","838"
"225_txt_interest","849"
"20090_txt_crude","864"
"19331_txt_acq","869"
"15384_txt_interest","874"
"982_txt_acq","883"
"7355_txt_crude","899"
"3302_txt_acq","909"
"6348_txt_crude","915"
"8582_txt_earn","926"
"2089_txt_earn","929"
"11498_txt_trade","958"
"10545_txt_interest","995"
"15004_txt_acq","1008"
"10054_txt_earn","1017"
"15366_txt_acq","1020"
"19766_txt_acq","1029"
"11257_txt_acq","1032"
"16788_txt_trade","1062"
"15736_txt_earn","1079"
"1480_txt_acq","1081"
"11492_txt_acq","1089"
"20775_txt_acq","1095"
"11344_txt_acq","1110"
"1808_txt_acq","1130"
"14843_txt_acq","1137"
"19760_txt_acq","1166"
"10721_txt_acq","1176"
"8951_txt_interest","1179"
"9239_txt_acq","1200"
"16493_txt_acq","1213"
"13231_txt_interest","1221"
"19378_txt_acq","1237"
"12010_txt_interest","1243"
"2952_txt_interest","1251"
"17216_txt_trade","1254"
"17277_txt_trade","1254"
"12912_txt_interest","1261"
"10464_txt_interest","1266"
"8849_txt_acq","1268"
"8802_txt_interest","1278"
"17758_txt_interest","1293"
"322_txt_interest","1307"
"18075_txt_acq","1318"
"12309_txt_acq","1368"
"5268_txt_crude","1380"
"8747_txt_trade","1382"
"12883_txt_acq","1403"
"11299_txt_acq","1404"
"3264_txt_acq","1419"
"3702_txt_interest","1437"
"6111_txt_crude","1438"
"16304_txt_interest","1439"
"7570_txt_acq","1441"
"11907_txt_interest","1447"
"11913_txt_interest","1447"
"11934_txt_interest","1447"
"11940_txt_interest","1447"
"11960_txt_interest","1447"
"11989_txt_interest","1447"
"12102_txt_interest","1447"
"12112_txt_interest","1447"
"12125_txt_interest","1447"
"12131_txt_interest","1447"
"12147_txt_interest","1447"
"12235_txt_interest","1447"
"12246_txt_interest","1447"
"12260_txt_interest","1447"
"12274_txt_interest","1447"
"12509_txt_interest","1448"
"12571_txt_interest","1448"
"12592_txt_interest","1448"
"12632_txt_interest","1448"
"12657_txt_interest","1448"
"12687_txt_interest","1448"
"12514_txt_interest","1449"
"18566_txt_acq","1453"
"16407_txt_interest","1459"
"12101_txt_interest","1471"
"12454_txt_acq","1496"
"12774_txt_interest","1506"
"9850_txt_acq","1515"
"12316_txt_interest","1526"
"12483_txt_interest","1527"
"6282_txt_acq","1541"
"11446_txt_trade","1551"
"12259_txt_interest","1575"
"12336_txt_interest","1601"
"17593_txt_interest","1637"
"2121_txt_crude","1658"
"7657_txt_earn","1678"
"12305_txt_acq","1688"
"11202_txt_acq","1702"
"15561_txt_acq","1703"
"2046_txt_crude","1705"
"10768_txt_acq","1709"
"17003_txt_crude","1721"
"17191_txt_interest","1747"
"4970_txt_acq","1758"
"3342_txt_crude","1765"
"12084_txt_interest","1776"
"127_txt_crude","1776"
"17899_txt_interest","1781"
"4474_txt_crude","1816"
"4481_txt_crude","1816"
"16607_txt_crude","1825"
"16649_txt_crude","1825"
"18523_txt_crude","1826"
"12702_txt_acq","1827"
"543_txt_crude","1829"
"17892_txt_crude","1833"
"3596_txt_acq","1959"
"835_txt_crude","1978"
"2517_txt_crude","1981"
"13056_txt_crude","1983"
"12073_txt_interest","1986"
"725_txt_acq","1988"
"11095_txt_acq","1990"
"1588_txt_trade","1990"
"18746_txt_crude","1990"
"17618_txt_crude","1991"
"14904_txt_trade","1993"
"16075_txt_interest","1994"
"20420_txt_crude","1995"
"3364_txt_crude","1995"
"894_txt_trade","2000"
"16457_txt_acq","2001"
"16677_txt_acq","2002"
"4552_txt_trade","2005"
"5964_txt_trade","2005"
"7310_txt_interest","2006"
"21134_txt_acq","2007"
"6598_txt_crude","2008"
"9674_txt_crude","2008"
"8220_txt_acq","2009"
"3939_txt_acq","2010"
"15223_txt_trade","2011"
"18157_txt_acq","2011"
"8554_txt_trade","2011"
"9232_txt_earn","2012"
"15217_txt_acq","2014"
"11837_txt_acq","2017"
"1675_txt_trade","2017"
"11314_txt_interest","2018"
"18465_txt_interest","2018"
"18549_txt_interest","2018"
"7643_txt_trade","2019"
"6177_txt_crude","2021"
"21018_txt_crude","2023"
"12504_txt_acq","2033"
"1409_txt_acq","2033"
"14282_txt_earn","2033"
"13262_txt_interest","2034"
"18448_txt_crude","2034"
"5358_txt_earn","2034"
"8599_txt_trade","2035"
"8725_txt_trade","2035"
"12731_txt_interest","2037"
"4097_txt_earn","2037"
"18728_txt_crude","2039"
"18736_txt_crude","2039"
"18765_txt_crude","2039"
"18795_txt_crude","2039"
"9293_txt_crude","2039"
"16214_txt_interest","2040"
"19895_txt_acq","2041"
"19505_txt_crude","2047"
"16591_txt_acq","2049"
"5440_txt_earn","2051"
"16531_txt_acq","2053"
"16563_txt_acq","2053"
"930_txt_crude","2062"
"945_txt_crude","2062"
"10985_txt_acq","2066"
"9531_txt_earn","2066"
"11643_txt_earn","2070"
"8480_txt_earn","2070"
"9847_txt_trade","2071"
"11455_txt_crude","2074"
"1951_txt_trade","2074"
"2897_txt_acq","2074"
"11707_txt_acq","2075"
"6746_txt_crude","2078"
"15885_txt_acq","2081"
"6763_txt_earn","2085"
"8830_txt_acq","2085"
"6532_txt_earn","2086"
"11639_txt_crude","2089"
"17282_txt_trade","2089"
"5351_txt_earn","2092"
"16935_txt_trade","2093"
"16957_txt_trade","2093"
"19935_txt_acq","2096"
"16774_txt_trade","2097"
"16787_txt_trade","2097"
"10877_txt_earn","2098"
"11174_txt_trade","2100"
"3825_txt_interest","2101"
"5620_txt_earn","2104"
"19433_txt_trade","2105"
"11352_txt_trade","2109"
"16636_txt_crude","2111"
"7802_txt_trade","2111"
"16088_txt_trade","2114"
"16926_txt_trade","2115"
"10843_txt_acq","2117"
"3542_txt_interest","2122"
"853_txt_acq","2122"
"9872_txt_acq","2127"
"11149_txt_crude","2128"
"5080_txt_acq","2129"
"16409_txt_acq","2133"
"10872_txt_acq","2136"
"5973_txt_trade","2139"
"11285_txt_acq","2140"
"14739_txt_trade","2142"
"873_txt_crude","2148"
"952_txt_crude","2148"
"12848_txt_trade","2153"
"8224_txt_acq","2155"
"2596_txt_acq","2159"
"8080_txt_trade","2159"
"8198_txt_trade","2160"
"16794_txt_trade","2162"
"5376_txt_trade","2166"
"4026_txt_trade","2168"
"13276_txt_crude","2169"
"13290_txt_crude","2169"
"21550_txt_acq","2174"
"5742_txt_earn","2182"
"4525_txt_crude","2186"
"17960_txt_acq","2192"
"21491_txt_interest","2199"
"9053_txt_earn","2200"
"17083_txt_trade","2204"
"16651_txt_crude","2205"
"5272_txt_acq","2205"
"8598_txt_crude","2206"
"9443_txt_acq","2211"
"11657_txt_acq","2217"
"6460_txt_earn","2222"
"18362_txt_interest","2229"
"7825_txt_acq","2231"
"2664_txt_earn","2234"
"211_txt_crude","2246"
"18355_txt_earn","2255"
"16648_txt_acq","2260"
"13046_txt_trade","2263"
"15296_txt_earn","2276"
"12173_txt_acq","2302"
"5127_txt_interest","2304"
"12755_txt_trade","2310"
"19377_txt_trade","2320"
"1739_txt_acq","2323"
"11636_txt_earn","2334"
"191_txt_crude","2335"
"8044_txt_trade","2346"
"19950_txt_acq","2348"
"1809_txt_trade","2384"
"5092_txt_earn","2384"
"7600_txt_trade","2386"
"1478_txt_trade","2387"
"19998_txt_crude","2388"
"15691_txt_earn","2413"
"18595_txt_interest","2427"
"16856_txt_trade","2430"
"14395_txt_crude","2457"
"4465_txt_acq","2472"
"1315_txt_earn","2476"
"10146_txt_acq","2485"
"16871_txt_trade","2511"
"4867_txt_crude","2513"
"2500_txt_acq","2514"
"11198_txt_trade","2515"
"18234_txt_crude","2527"
"20787_txt_trade","2541"
"5299_txt_acq","2541"
"5270_txt_crude","2561"
"15197_txt_earn","2565"
"19128_txt_crude","2571"
"918_txt_crude","2571"
"19732_txt_acq","2577"
"19697_txt_acq","2603"
"15961_txt_acq","2617"
"11118_txt_crude","2630"
"10518_txt_acq","2634"
"15447_txt_trade","2648"
"11315_txt_trade","2654"
"19193_txt_crude","2658"
"3534_txt_interest","2661"
"17863_txt_acq","2663"
"15501_txt_acq","2673"
"12759_txt_acq","2679"
"18698_txt_crude","2680"
"5675_txt_acq","2681"
"17405_txt_crude","2708"
"19483_txt_interest","2711"
"14826_txt_trade","2774"
